ligne,rating,themes,plies_historique,nb_coups_legaux,coup_reseau,reussi_reseau,p_correct_reseau,rang_correct_reseau,value_reseau,coup_recherche,reussi_recherche,part_visites_correct,duree_s,erreur
104,1698,crushing long middlegame pin,40,44,e4e6,True,0.20925844972768678,1,-0.32759368419647217,e4e6,True,0.9685714244842529,1.6258314000151586,
106,1511,endgame master mate mateIn1 oneMove operaMate,83,23,e2f2,True,0.5549729282171667,1,-0.006685484200716019,e2f2,True,0.9800000190734863,0.13486269998247735,
108,1484,advantage fork long middlegame,47,34,e8e2,True,0.8838087749751236,1,0.393364816904068,e8e2,True,0.9928571581840515,6.005062700016424,
110,1769,attraction clearance crushing endgame long pin queenRookEndgame,84,24,g6f6,True,0.29158667623314943,1,-0.7829289436340332,g6f6,True,0.9700000286102295,6.209914000006393,
112,1580,crushing fork long middlegame,51,38,g4e5,False,0.05225619418102215,6,-0.04230248183012009,g4e3,True,0.9342857003211975,6.172268899972551,
114,1692,advantage fork middlegame short,25,39,f4h3,False,0.37699361030667705,2,-0.14649152755737305,f4e2,True,0.977142870426178,6.334013899991987,
116,1541,advantage endgame fork long,61,23,c2d2,True,0.2300655788285002,1,-0.7295810580253601,c2d2,True,0.9657142758369446,6.134762000001501,
118,1889,advantage middlegame pin sacrifice short,35,34,f5f2,False,0.07199608483262385,5,0.08710268139839172,d7e5,True,0.9485714435577393,6.188681300001917,
120,1592,attackingF2F7 mate mateIn2 middlegame pin short,36,47,e6g6,True,0.28964375722524577,1,-0.5996560454368591,e6g6,True,0.9257143139839172,6.16689910000423,
122,1768,advantage discoveredAttack middlegame short,29,36,b6d6,True,0.7502051421861158,1,-0.7616709470748901,b6d6,True,0.9928571581840515,6.149064299999736,
124,1892,crushing deflection endgame sacrifice veryLong,83,32,f5g6,False,0.007245753609962462,7,0.2810729742050171,f5g6,False,0.0,5.7330587999895215,
126,1587,attraction long mate mateIn3 middlegame sacrifice,46,48,d5f3,False,0.01744389852848386,9,-0.4701937437057495,h1h7,True,0.6957142949104309,1.772128699987661,
128,1763,crushing fork middlegame short,81,35,c4c3,False,0.22217869615326757,2,0.19499893486499786,e4c3,True,0.9614285826683044,6.907786399999168,
130,1587,advancedPawn advantage endgame hangingPiece knightEndgame promotion veryLong,94,8,d4e5,False,0.17463283433776497,2,0.3019803762435913,f4e5,True,0.9571428298950195,5.856758999987505,
132,1525,crushing deflection endgame rookEndgame short,94,22,f5b5,False,0.033534796783492325,5,-0.15027408301830292,h5h6,True,0.8799999952316284,5.827356599998893,
134,1781,crushing fork middlegame short trappedPiece,29,42,d6e5,True,0.6895720765870593,1,0.006483813747763634,d6e5,True,0.9857142567634583,6.648401799990097,
136,1708,discoveredAttack kingsideAttack mate mateIn2 middlegame sacrifice short,32,47,h1h7,False,0.0450786893846278,6,-0.17127132415771484,e4f6,True,0.8842856884002686,0.7803935999982059,
138,1762,crushing middlegame short xRayAttack,56,40,d1d5,False,0.13965401589630877,2,0.033024463802576065,d1d5,False,0.1014285683631897,6.893903799995314,
140,1885,clearance crushing exposedKing fork long middlegame,58,49,e6h6,True,0.6021184023612207,1,0.12979191541671753,e6h6,True,0.9757142663002014,5.892592499993043,
142,1879,advantage capturingDefender discoveredAttack long middlegame,29,34,d2b2,False,0.009425249137936237,5,-0.29163655638694763,d2b2,False,0.0,6.432011099997908,
144,1630,advantage attraction long middlegame,56,36,e3e8,True,0.5032873020631009,1,-0.4507817029953003,e3e8,True,0.9800000190734863,5.866030499979388,
146,1592,crushing fork long middlegame,76,32,c8h8,True,0.8740977442420632,1,-0.8245801329612732,c8h8,True,0.9942857027053833,5.968934400007129,
148,1456,endgame mate mateIn1 oneMove pillsburysMate,71,25,g2g6,True,0.7636749364017261,1,-0.08811014145612717,g2g6,True,0.9885714054107666,0.09089910000329837,
150,1817,advantage discoveredAttack middlegame short,53,26,c6d4,False,0.12768334315218588,3,-0.8390377163887024,e7a3,True,0.9628571271896362,5.843764000019291,
152,1787,attraction crushing deflection endgame exposedKing master veryLong,83,19,a5b4,False,0.07819382459519701,3,-0.056208617985248566,h5h4,True,0.9471428394317627,6.447974599985173,
154,1855,crushing deflection endgame master short,70,40,d4d7,True,0.5032415907010338,1,0.03195882588624954,d4d7,True,0.9357143044471741,5.752810399979353,
156,1871,attraction crushing exposedKing middlegame pin veryLong,46,42,c2g6,True,0.7366101783450286,1,0.18988044559955597,c2g6,True,0.9885714054107666,3.62178230000427,
158,1858,advancedPawn crushing endgame pawnEndgame promotion quietMove sacrifice veryLong,74,6,d4d5,False,0.07913543590014153,3,-0.2831699252128601,a4a5,True,0.9028571248054504,5.766902999981539,
160,1559,kingsideAttack mate mateIn1 middlegame oneMove,26,44,b1h7,True,0.5682766970812901,1,-0.03075663186609745,b1h7,True,0.9785714149475098,0.11153449999983422,
162,1748,advantage hangingPiece long middlegame,60,6,b1b7,True,0.9290602305906017,1,0.6063936948776245,b1b7,True,0.9971428513526917,5.690386600006605,
164,1571,advantage defensiveMove long middlegame trappedPiece,34,35,g1e2,False,0.07114072121365915,4,-0.7839343547821045,d1a1,True,0.9528571367263794,5.906156899989583,
166,1633,advantage discoveredAttack middlegame short,43,37,b5b4,False,0.005314149651449923,5,-0.2879181206226349,b5b4,False,0.0,5.924107800005004,
168,1865,advantage master masterVsMaster middlegame short xRayAttack,53,41,c3d3,False,0.2260834686482012,2,0.4523737132549286,c3e1,True,0.9614285826683044,6.1642332000192255,
170,1538,attackingF2F7 mate mateIn1 middlegame oneMove,46,42,b3f7,True,0.9399143851504247,1,0.565211296081543,b3f7,True,0.9971428513526917,0.04535229998873547,
172,1758,crushing long middlegame pin queensideAttack,57,35,c6c7,False,0.08000723531485562,3,-0.9520336985588074,c5b3,True,0.9657142758369446,5.663790999999037,
174,1494,crushing middlegame short trappedPiece,28,42,e1g1,False,0.14678276202946702,3,0.3888380825519562,c1g5,True,0.9457142949104309,5.869540699990466,
176,1792,advantage fork long middlegame,51,30,b7b5,False,0.22183104229728842,2,-0.5784222483634949,f8e7,True,0.9642857313156128,5.895008100022096,
178,1536,crushing oneMove opening pin,18,50,b1d2,False,0.2421446282576669,2,0.09045881778001785,b5d7,True,0.9728571176528931,5.999318599991966,
180,1835,endgame mate mateIn1 oneMove,80,33,c7d8,True,0.5690136501163446,1,-0.2352573275566101,c7d8,True,0.9814285635948181,0.1353767999971751,
182,1843,endgame mate mateIn2 short,64,35,e2e8,True,0.44343495451772386,1,0.6069924235343933,e2e8,True,0.9528571367263794,0.5623838000174146,
184,1557,crushing middlegame pin short,46,41,f4g4,False,0.08072138882316865,4,0.31103116273880005,f3e5,True,0.9528571367263794,5.934480600000825,
186,1645,advantage attraction exposedKing fork long middlegame sacrifice,79,25,g2h2,False,0.035058442031758834,8,-0.5113270282745361,g2h2,False,0.0028571428265422583,5.680861500004539,
188,1534,attraction clearance crushing fork long middlegame sacrifice,68,38,d3f5,False,0.01070723572517084,8,-0.13534095883369446,d3g6,False,0.0014285714132711291,5.944998699997086,
190,1658,attraction endgame mate mateIn2 rookEndgame sacrifice short,51,29,g7g2,False,0.0008512482614146496,23,-0.22648851573467255,g7g2,False,0.0,6.092249100009212,
192,1540,crushing endgame fork short,87,29,e4e3,False,0.11309961558930737,4,-0.22333239018917084,b4b8,True,0.9700000286102295,6.533017400011886,
194,1803,advantage endgame fork long xRayAttack,64,46,d4d8,False,0.2915760844647356,2,-0.1648108959197998,e5b8,True,0.9671428799629211,1.936584800016135,
196,1481,mate mateIn1 middlegame oneMove,24,51,e1c1,False,0.3369020704649164,2,-0.3973831236362457,a5d8,True,0.9628571271896362,0.24366229999577627,
198,1898,advantage long middlegame pin,57,45,e5f3,True,0.2726500671706201,1,-0.07884157449007034,e5f3,True,0.9471428394317627,5.795858400000725,
200,1798,advantage endgame long pin sacrifice,57,41,e8e2,True,0.5653142277655994,1,-0.18914103507995605,e8e5,False,0.09000000357627869,5.804540199984331,
202,1744,crushing middlegame pin sacrifice short,80,44,e7f6,True,0.8439605190354527,1,0.3550521433353424,e7f6,True,0.9114285707473755,5.003312100016046,
204,1828,advantage fork long middlegame,29,40,c6c5,False,0.23914509494370004,2,-0.24579817056655884,f6e4,True,0.9528571367263794,5.683667799981777,
206,1500,endgame exposedKing long mate mateIn3,109,23,e4e1,True,0.5773913743090598,1,-0.009312896057963371,e4e1,True,0.9814285635948181,0.5949676999880467,
208,1539,backRankMate mate mateIn2 middlegame sacrifice short,63,38,f8f7,False,0.008811485927834681,7,-0.05772171542048454,f8d8,False,0.0,5.82298460000311,
210,1663,mate mateIn1 middlegame oneMove,25,40,d4f3,True,0.5704854808309546,1,0.10338041931390762,d4f3,True,0.9857142567634583,0.11066379997646436,
212,1587,endgame mate mateIn1 oneMove,70,25,g1g2,False,0.012732549296922462,4,-0.29204079508781433,g1g2,False,0.2314285784959793,4.27311449998524,
214,1509,advantage hangingPiece long opening,25,30,f6e4,True,0.8438489536240966,1,-0.4410935640335083,f6e4,True,0.991428554058075,5.98757850000402,
216,1595,endgame mate mateIn2 short,84,25,e5g3,False,0.02348986087941307,7,0.13387355208396912,h3h4,True,0.8014285564422607,1.3160919999936596,
218,1497,advantage middlegame short trappedPiece,28,33,c3a4,True,0.44714096285445903,1,-0.5462751984596252,c3a4,True,0.977142870426178,5.99210810000659,
220,1463,advancedPawn attraction crushing endgame promotion rookEndgame veryLong,87,14,c3c2,True,0.5042654572882309,1,-0.1715577393770218,c3c2,True,0.9585714340209961,5.549483300012071,
222,1775,advantage fork long master middlegame,41,32,c5e3,True,0.547123126662808,1,0.09914354979991913,c5e3,True,0.9657142758369446,6.231165499979397,
224,1627,crushing middlegame pin short,36,46,f2f4,False,0.17842065391928205,3,-0.0920688658952713,c3d5,True,0.9714285731315613,6.090593400003854,
226,1649,crushing deflection endgame short skewer,84,25,c1d3,False,0.15236738403255734,4,-0.472956120967865,d8b8,True,0.9728571176528931,6.215644199983217,
228,1733,advantage fork middlegame short,45,43,e5e4,False,0.07889984004514211,3,-0.3636746406555176,h4d4,True,0.9428571462631226,6.158102300018072,
230,1702,advantage exposedKing long middlegame sacrifice,52,4,f1f3,True,0.9697624677560822,1,-0.8633269667625427,f1f3,True,0.9985714554786682,5.9738507000147365,
232,1625,advantage fork middlegame short,49,39,c8c2,False,0.3268506499199972,2,-0.062290292233228683,e4c3,True,0.9671428799629211,6.228159899997991,
234,1862,advantage opening sacrifice veryLong,16,41,b5d7,False,0.005918203222531811,10,-0.009378566406667233,b5d7,False,0.0,6.897388000012143,
236,1620,discoveredCheck doubleCheck mate mateIn1 middlegame oneMove pillsburysMate,50,33,e4d6,False,0.32816561518891146,2,0.46443867683410645,e4f6,True,0.9685714244842529,0.24961990001611412,
238,1453,endgame mate mateIn2 short triangleMate,66,36,c2h7,True,0.9712459130525417,1,0.2226768583059311,c2h7,True,0.9985714554786682,0.11277750000590459,
240,1811,attraction crushing fork long master middlegame sacrifice,41,38,h5f5,False,0.00016356110290777855,19,0.0506056472659111,h5f5,False,0.0,6.551966500002891,
242,1467,crushing deflection discoveredAttack discoveredCheck endgame exposedKing long rookEndgame,71,3,g4f5,True,0.9663284822507767,1,0.09176226705312729,g4f5,True,0.991428554058075,6.912204899999779,
244,1638,endgame mate mateIn2 short,68,37,b3e6,True,0.8097034277143008,1,0.26492106914520264,b3e6,True,0.9942857027053833,0.0891338000074029,
246,1725,advantage fork long middlegame,39,31,g5e4,True,0.507837311993716,1,-0.9657931327819824,g5e4,True,0.9800000190734863,5.8748616999946535,
248,1470,advantage endgame fork long,70,23,d6d7,True,0.5706518116278172,1,-0.683847963809967,d6d7,True,0.9857142567634583,6.010336499981349,
250,1482,advantage fork long middlegame pin,61,40,h4g3,True,0.9328184563355802,1,-0.38401004672050476,h4g3,True,0.9942857027053833,6.036500599991996,
252,1504,advantage long middlegame queensideAttack xRayAttack,57,33,a5e1,True,0.7579495711625615,1,-0.4471640884876251,a5e1,True,0.991428554058075,5.849297000007937,
254,1559,crushing discoveredAttack middlegame short,41,42,d6e5,False,0.0029493591835068303,11,0.5395714044570923,b7b6,False,0.0,6.048441599996295,
256,1765,endgame long mate mateIn3 triangleMate,70,40,d6d8,True,0.6300276542125585,1,0.3061240017414093,d6d8,True,0.9757142663002014,0.37683550000656396,
258,1595,advantage attraction discoveredAttack endgame fork sacrifice veryLong,45,33,f5d4,True,0.5546138613000202,1,-0.37573516368865967,f6d4,False,0.43142858147621155,5.721851300011622,
260,1793,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,40,36,b2c3,False,0.18597552825554803,2,-0.49568766355514526,h1h7,True,0.9757142663002014,0.21297409999533556,
262,1493,crushing endgame pin short,78,34,d1g1,True,0.5763253182323724,1,0.015252434648573399,d1g1,True,0.9800000190734863,7.487381399987498,
264,1555,endgame long mate mateIn3,71,33,c2f2,True,0.8587277630546031,1,0.46525147557258606,c2f2,True,0.9928571581840515,0.30346799999824725,
266,1517,mate mateIn2 middlegame operaMate sacrifice short,57,43,c2d2,False,0.006125132115102931,10,-0.9888588786125183,e8e2,False,0.0,6.928170699975453,
268,1865,advantage attraction deflection endgame long,45,25,e6e5,False,0.06323897857950207,3,-0.2626950144767761,f5f4,True,0.8628571629524231,6.38611440002569,
270,1488,endgame mate mateIn2 pillsburysMate sacrifice short xRayAttack,64,36,h8g8,False,0.13837264501081822,2,-0.3889338970184326,a4e8,True,0.9700000286102295,0.2762543999997433,
272,1649,advantage fork opening short,33,41,d7f6,False,0.03812492552955234,5,-0.42324602603912354,e4c3,True,0.8985714316368103,6.047163799987175,
274,1734,advantage fork master middlegame sacrifice short,47,30,b8f8,False,0.22444191624612536,2,-0.5929031372070312,g6f4,True,0.9671428799629211,6.340633899992099,
276,1621,mate mateIn2 middlegame operaMate queensideAttack short,44,38,a7a8,True,0.23696494004600024,1,-0.9372870922088623,a7a8,True,0.9800000190734863,0.17673500001546927,
278,1762,advantage discoveredAttack fork middlegame short,44,35,d5e7,True,0.5578914686913791,1,-0.18231888115406036,d5e7,True,0.9814285635948181,6.226944199996069,
280,1731,crushing discoveredAttack kingsideAttack opening short,19,38,g8f6,False,0.0018182247514276202,25,-0.5062203407287598,g8f6,False,0.0,6.314899799996056,
282,1744,advantage defensiveMove endgame fork veryLong,57,4,d6c5,True,0.6702061638445278,1,-0.8307497501373291,d6c5,True,0.9885714054107666,5.785416700004134,
284,1650,advantage middlegame pin sacrifice short,60,34,d2b4,False,0.022556430439739285,10,-0.7465076446533203,e6d6,True,0.7900000214576721,6.083144000003813,
286,1620,advantage hangingPiece middlegame short,50,42,e4c2,True,0.6644051114446816,1,-0.3752056360244751,e4c2,True,0.9871428608894348,6.8565824999823235,
288,1557,advantage discoveredAttack opening short,19,30,d7b6,True,0.7579587115188801,1,-0.7108008861541748,d7b6,True,0.9928571581840515,6.556627000012668,
290,1510,discoveredAttack discoveredCheck kingsideAttack mate mateIn2 middlegame short,35,7,h3f5,True,0.834661115170798,1,-0.7096990346908569,h3f5,True,0.9957143068313599,0.0668440000154078,
292,1484,endgame mate mateIn2 pin sacrifice short,52,40,b3f7,False,8.181402339466321e-05,37,-0.47534504532814026,b3f7,False,0.0,6.2114308000018355,
294,1760,mate mateIn2 middlegame sacrifice short,22,38,g2f3,False,0.0021903597312448193,5,0.14377908408641815,g2f3,False,0.0,6.265453200001502,
296,1853,advantage deflection middlegame pin short,60,38,f5c5,False,0.03148957786109978,5,0.20364151895046234,f5c5,False,0.004285714123398066,5.814965699973982,
298,1512,deflection long mate mateIn3 middlegame sacrifice,42,49,e1e7,False,0.00024186282621313068,23,-0.8957701325416565,e1e7,False,0.0,5.092228599998634,
300,1720,advantage deflection endgame exposedKing long,105,22,d1c1,True,0.4203846414560619,1,-0.20703035593032837,d1c1,True,0.8714285492897034,5.8850751999998465,
302,1549,crushing discoveredAttack opening short,22,48,e4f6,True,0.7669088069825819,1,0.22561582922935486,e4f6,True,0.9885714054107666,6.12215290000313,
304,1875,advancedPawn attraction crushing discoveredAttack discoveredCheck endgame fork long master pin sacrifice,61,42,h4g3,False,0.048288284235228046,5,0.044189125299453735,f8f2,True,0.8657143115997314,3.5146754999877885,
306,1715,endgame mate mateIn2 queenRookEndgame short,85,31,f6h6,True,0.42013737951649216,1,-0.9500439167022705,f6f4,False,0.02428571507334709,5.235680499987211,
308,1477,advantage endgame fork short,71,25,h2e2,False,0.2618894655927612,2,0.043475326150655746,b2d1,True,0.9742857217788696,5.91761529998621,
310,1550,capturingDefender crushing long middlegame,29,45,c6d4,True,0.5196071924761679,1,0.016192620620131493,c6d4,True,0.9785714149475098,5.775506299978588,
312,1719,advantage attraction deflection long middlegame,72,39,h7g7,True,0.41944760725282665,1,-0.9765588641166687,h7g7,True,0.9742857217788696,5.3747059000015724,
314,1650,capturingDefender crushing endgame intermezzo rookEndgame short,76,21,b3c4,False,0.3779288027086559,2,-0.06907816231250763,g4d4,True,0.9285714030265808,6.095503899996402,
316,1538,crushing deflection discoveredAttack long middlegame,40,37,d6c6,True,0.5561707846976863,1,-0.6504234671592712,d6c6,True,0.9842857122421265,5.827129899989814,
318,1729,advantage long middlegame pin,50,4,g1g2,False,0.23520165266204252,3,-0.7682499289512634,d1f3,True,0.9757142663002014,5.706931799999438,
320,1591,crushing fork middlegame short,30,42,d6e5,True,0.8003741821145914,1,0.030217768624424934,d6e5,True,0.9900000095367432,6.506033199984813,
322,1533,endgame fork long mate mateIn3,71,17,g7g5,True,0.6975420098487102,1,-0.7768071293830872,g7g5,True,0.9900000095367432,0.1905306999979075,
324,1730,mate mateIn1 middlegame oneMove,34,34,b5a6,True,0.5406414059332368,1,-0.5488485097885132,b5a6,True,0.9828571677207947,0.12742590002017096,
326,1590,advantage middlegame short skewer,33,47,e7f6,True,0.4888082140803215,1,-0.1665545403957367,e7f6,True,0.9514285922050476,6.16791910000029,
328,1751,crushing interference long middlegame,21,42,g7g5,False,0.0937562187822871,4,-0.0030405574943870306,e6c4,True,0.9514285922050476,6.228322800016031,
330,1518,crushing endgame exposedKing fork long,103,23,e2f2,False,0.00548779338038189,5,0.3207349479198456,e2f2,False,0.0,6.3097572999831755,
332,1732,crushing deflection middlegame short,82,38,d3g6,False,0.056348200477219584,4,0.17281794548034668,e1e7,True,0.941428542137146,6.043226000008872,
334,1843,crushing deflection endgame long,72,45,e3d4,False,0.28482336586699847,2,0.23036006093025208,g1c1,True,0.8271428346633911,5.747128800023347,
336,1553,advantage discoveredAttack long middlegame,31,34,a6c4,True,0.9635518156225904,1,-0.47562479972839355,a6c4,True,0.9971428513526917,6.167769100022269,
338,1472,advantage endgame fork long,56,40,b2b7,False,0.04457186558282307,2,-0.5805482864379883,f1b5,True,0.7785714268684387,6.128342199983308,
340,1692,crushing long master middlegame sacrifice,76,33,a5a7,False,0.004183284665591894,11,-0.5582346320152283,f6g5,False,0.0,6.341220400005113,
342,1665,advantage fork interference middlegame short,58,38,e4f5,True,0.5471934629235699,1,-0.14816755056381226,e4f5,True,0.9785714149475098,6.254976800002623,
344,1535,endgame mate mateIn2 short,85,27,g5g4,True,0.5525860030779955,1,-0.9788536429405212,g5g4,True,0.9857142567634583,0.14571789998444729,
